Tactic_A,Tactic_B,a,b,c,d,n,n_series_1,n_series_2,confidence,logRR,phi,p_value,logRR_norm,phi_norm,Score_default,Score_minus_conf
Containerization,Model format conversion,1,1,2,213,217,3,2,0.15066306992548228,3.984343667007772,0.40158798747704766,0.027521761392729136,0.9634703196347032,0.40158798747704766,0.05348370567254021,0.35498882173974794
Network combination,Depthwise-separable convolution layers,1,1,2,213,217,3,2,0.15066306992548228,3.984343667007772,0.40158798747704766,0.027521761392729136,0.9634703196347032,0.40158798747704766,0.05348370567254021,0.35498882173974794
Feature encoding,Prediction/intermediate result caching,1,1,2,213,217,3,2,0.15066306992548228,3.984343667007772,0.40158798747704766,0.027521761392729136,0.9634703196347032,0.40158798747704766,0.05348370567254021,0.35498882173974794
On-device local training,Federated learning,1,1,2,213,217,3,2,0.15066306992548228,3.984343667007772,0.40158798747704766,0.027521761392729136,0.9634703196347032,0.40158798747704766,0.05348370567254021,0.35498882173974794
On-device local training,Incremental training with sensor data,1,1,2,213,217,3,2,0.15066306992548228,3.984343667007772,0.40158798747704766,0.027521761392729136,0.9634703196347032,0.40158798747704766,0.05348370567254021,0.35498882173974794
Feature encoding,Deadline-aware scheduling,1,1,2,213,217,3,2,0.15066306992548228,3.984343667007772,0.40158798747704766,0.027521761392729136,0.9634703196347032,0.40158798747704766,0.05348370567254021,0.35498882173974794
Standard training on fully labeled datasets,Depthwise-separable convolution layers,1,1,2,213,217,3,2,0.15066306992548228,3.984343667007772,0.40158798747704766,0.027521761392729136,0.9634703196347032,0.40158798747704766,0.05348370567254021,0.35498882173974794
Multitask Scheduling,Model format conversion,1,1,2,213,217,3,2,0.15066306992548228,3.984343667007772,0.40158798747704766,0.027521761392729136,0.9634703196347032,0.40158798747704766,0.05348370567254021,0.35498882173974794
Frame rate reduction,Sensor duty cycle,1,1,1,214,217,2,2,0.12482668095705252,4.677490847567717,0.49534883720930234,0.018390510325994196,0.9815668202764977,0.49534883720930234,0.053322808669386136,0.4271747695329031
Partial layer execution,Deadline-aware scheduling,1,1,1,214,217,2,2,0.12482668095705252,4.677490847567717,0.49534883720930234,0.018390510325994196,0.9815668202764977,0.49534883720930234,0.053322808669386136,0.4271747695329031
Tuner and meta-tuner blocks,Test time adaption,1,1,1,214,217,2,2,0.12482668095705252,4.677490847567717,0.49534883720930234,0.018390510325994196,0.9815668202764977,0.49534883720930234,0.053322808669386136,0.4271747695329031
Sensor duty cycle,Frame rate reduction,1,1,1,214,217,2,2,0.12482668095705252,4.677490847567717,0.49534883720930234,0.018390510325994196,0.9815668202764977,0.49534883720930234,0.053322808669386136,0.4271747695329031
Tuner and meta-tuner blocks,Adapter module,1,1,1,214,217,2,2,0.12482668095705252,4.677490847567717,0.49534883720930234,0.018390510325994196,0.9815668202764977,0.49534883720930234,0.053322808669386136,0.4271747695329031
Adapter module,Tuner and meta-tuner blocks,1,1,1,214,217,2,2,0.12482668095705252,4.677490847567717,0.49534883720930234,0.018390510325994196,0.9815668202764977,0.49534883720930234,0.053322808669386136,0.4271747695329031
Prediction/intermediate result caching,Modular system design,1,1,1,214,217,2,2,0.12482668095705252,4.677490847567717,0.49534883720930234,0.018390510325994196,0.9815668202764977,0.49534883720930234,0.053322808669386136,0.4271747695329031
Test time adaption,Tuner and meta-tuner blocks,1,1,1,214,217,2,2,0.12482668095705252,4.677490847567717,0.49534883720930234,0.018390510325994196,0.9815668202764977,0.49534883720930234,0.053322808669386136,0.4271747695329031
Test time adaption,Adapter module,1,1,1,214,217,2,2,0.12482668095705252,4.677490847567717,0.49534883720930234,0.018390510325994196,0.9815668202764977,0.49534883720930234,0.053322808669386136,0.4271747695329031
Modular system design,Prediction/intermediate result caching,1,1,1,214,217,2,2,0.12482668095705252,4.677490847567717,0.49534883720930234,0.018390510325994196,0.9815668202764977,0.49534883720930234,0.053322808669386136,0.4271747695329031
Adapter module,Test time adaption,1,1,1,214,217,2,2,0.12482668095705252,4.677490847567717,0.49534883720930234,0.018390510325994196,0.9815668202764977,0.49534883720930234,0.053322808669386136,0.4271747695329031
Deadline-aware scheduling,Partial layer execution,1,1,1,214,217,2,2,0.12482668095705252,4.677490847567717,0.49534883720930234,0.018390510325994196,0.9815668202764977,0.49534883720930234,0.053322808669386136,0.4271747695329031
Transfer learning,Model pool for deployment,1,0,4,212,217,5,1,0.13849222534596417,3.9889840465642745,0.44305337860837524,0.023041474654377878,0.9636363636363636,0.44305337860837524,0.05316808871960844,0.38390666758939346
Sensor or input data fusion,Sensor ring architecture,1,0,4,212,217,5,1,0.13849222534596417,3.9889840465642745,0.44305337860837524,0.023041474654377878,0.9636363636363636,0.44305337860837524,0.05316808871960844,0.38390666758939346
Mixed-precision compression,Matrix-multiplication optimization,1,0,4,212,217,5,1,0.13849222534596417,3.9889840465642745,0.44305337860837524,0.023041474654377878,0.9636363636363636,0.44305337860837524,0.05316808871960844,0.38390666758939346
TPU SoC or Accelerator Hardware ,Matrix-multiplication optimization,1,0,4,212,217,5,1,0.13849222534596417,3.9889840465642745,0.44305337860837524,0.023041474654377878,0.9636363636363636,0.44305337860837524,0.05316808871960844,0.38390666758939346
Transfer learning,Continous learning,1,0,4,212,217,5,1,0.13849222534596417,3.9889840465642745,0.44305337860837524,0.023041474654377878,0.9636363636363636,0.44305337860837524,0.05316808871960844,0.38390666758939346
TPU SoC or Accelerator Hardware ,High-level synthesis,1,0,4,212,217,5,1,0.13849222534596417,3.9889840465642745,0.44305337860837524,0.023041474654377878,0.9636363636363636,0.44305337860837524,0.05316808871960844,0.38390666758939346
Heuristics-driven augmentation,Data-driven augmentations,1,0,4,212,217,5,1,0.13849222534596417,3.9889840465642745,0.44305337860837524,0.023041474654377878,0.9636363636363636,0.44305337860837524,0.05316808871960844,0.38390666758939346
Heuristics-driven augmentation,Weight averaging,1,0,4,212,217,5,1,0.13849222534596417,3.9889840465642745,0.44305337860837524,0.023041474654377878,0.9636363636363636,0.44305337860837524,0.05316808871960844,0.38390666758939346
Heuristics-driven augmentation,Self-adjusted learning,1,0,4,212,217,5,1,0.13849222534596417,3.9889840465642745,0.44305337860837524,0.023041474654377878,0.9636363636363636,0.44305337860837524,0.05316808871960844,0.38390666758939346
Transfer learning,Ablation,1,0,4,212,217,5,1,0.13849222534596417,3.9889840465642745,0.44305337860837524,0.023041474654377878,0.9636363636363636,0.44305337860837524,0.05316808871960844,0.38390666758939346
Ternary weights and activations 2-bit,Diagonal scalar weight matrix,1,0,4,212,217,5,1,0.13849222534596417,3.9889840465642745,0.44305337860837524,0.023041474654377878,0.9636363636363636,0.44305337860837524,0.05316808871960844,0.38390666758939346
Ternary weights and activations 2-bit,Binary and ternary weights training,1,0,4,212,217,5,1,0.13849222534596417,3.9889840465642745,0.44305337860837524,0.023041474654377878,0.9636363636363636,0.44305337860837524,0.05316808871960844,0.38390666758939346
Transfer learning,Cache preloading,1,0,4,212,217,5,1,0.13849222534596417,3.9889840465642745,0.44305337860837524,0.023041474654377878,0.9636363636363636,0.44305337860837524,0.05316808871960844,0.38390666758939346
Mixed-precision compression,High-level synthesis,1,0,4,212,217,5,1,0.13849222534596417,3.9889840465642745,0.44305337860837524,0.023041474654377878,0.9636363636363636,0.44305337860837524,0.05316808871960844,0.38390666758939346
Transfer learning,Cloud compression and edge reconstruction,1,0,4,212,217,5,1,0.13849222534596417,3.9889840465642745,0.44305337860837524,0.023041474654377878,0.9636363636363636,0.44305337860837524,0.05316808871960844,0.38390666758939346
Deployment pipeline creation,Containerization,1,2,2,212,217,3,3,0.18126924692201818,3.574216545793796,0.32398753894080995,0.04109122518724919,0.9454545454545454,0.32398753894080995,0.053165220091494714,0.293294207342111
Deployment pipeline creation,On-device local training,1,2,2,212,217,3,3,0.18126924692201818,3.574216545793796,0.32398753894080995,0.04109122518724919,0.9454545454545454,0.32398753894080995,0.053165220091494714,0.293294207342111
Self-supervision learning,Standard training on fully labeled datasets,1,2,2,212,217,3,3,0.18126924692201818,3.574216545793796,0.32398753894080995,0.04109122518724919,0.9454545454545454,0.32398753894080995,0.053165220091494714,0.293294207342111
Multitask Scheduling,Containerization,1,2,2,212,217,3,3,0.18126924692201818,3.574216545793796,0.32398753894080995,0.04109122518724919,0.9454545454545454,0.32398753894080995,0.053165220091494714,0.293294207342111
Pretraining,Self-supervision learning,1,2,2,212,217,3,3,0.18126924692201818,3.574216545793796,0.32398753894080995,0.04109122518724919,0.9454545454545454,0.32398753894080995,0.053165220091494714,0.293294207342111
Standard training on fully labeled datasets,Self-supervision learning,1,2,2,212,217,3,3,0.18126924692201818,3.574216545793796,0.32398753894080995,0.04109122518724919,0.9454545454545454,0.32398753894080995,0.053165220091494714,0.293294207342111
Internal computation balancing,Feature encoding,1,2,2,212,217,3,3,0.18126924692201818,3.574216545793796,0.32398753894080995,0.04109122518724919,0.9454545454545454,0.32398753894080995,0.053165220091494714,0.293294207342111
Normalization,Quantization-aware retraining,1,2,2,212,217,3,3,0.18126924692201818,3.574216545793796,0.32398753894080995,0.04109122518724919,0.9454545454545454,0.32398753894080995,0.053165220091494714,0.293294207342111
Containerization,Multitask Scheduling,1,2,2,212,217,3,3,0.18126924692201818,3.574216545793796,0.32398753894080995,0.04109122518724919,0.9454545454545454,0.32398753894080995,0.053165220091494714,0.293294207342111
Feature encoding,Internal computation balancing,1,2,2,212,217,3,3,0.18126924692201818,3.574216545793796,0.32398753894080995,0.04109122518724919,0.9454545454545454,0.32398753894080995,0.053165220091494714,0.293294207342111
Quantization-aware retraining,Normalization,1,2,2,212,217,3,3,0.18126924692201818,3.574216545793796,0.32398753894080995,0.04109122518724919,0.9454545454545454,0.32398753894080995,0.053165220091494714,0.293294207342111
On-device local training,Deployment pipeline creation,1,2,2,212,217,3,3,0.18126924692201818,3.574216545793796,0.32398753894080995,0.04109122518724919,0.9454545454545454,0.32398753894080995,0.053165220091494714,0.293294207342111
Containerization,Deployment pipeline creation,1,2,2,212,217,3,3,0.18126924692201818,3.574216545793796,0.32398753894080995,0.04109122518724919,0.9454545454545454,0.32398753894080995,0.053165220091494714,0.293294207342111
Self-supervision learning,Pretraining,1,2,2,212,217,3,3,0.18126924692201818,3.574216545793796,0.32398753894080995,0.04109122518724919,0.9454545454545454,0.32398753894080995,0.053165220091494714,0.293294207342111
Closed-loop learning,Single task assignment,1,0,5,211,217,6,1,0.15066306992548228,3.765840495250065,0.403495529064832,0.027649769585253454,0.9547511312217195,0.403495529064832,0.053148087686974224,0.352761215560397
Tensor or matrix decomposition,Convolution unfolding,1,0,5,211,217,6,1,0.15066306992548228,3.765840495250065,0.403495529064832,0.027649769585253454,0.9547511312217195,0.403495529064832,0.053148087686974224,0.352761215560397
Multi-model of different models,Imitation learning,1,0,5,211,217,6,1,0.15066306992548228,3.765840495250065,0.403495529064832,0.027649769585253454,0.9547511312217195,0.403495529064832,0.053148087686974224,0.352761215560397
Closed-loop learning,Imitation learning,1,0,5,211,217,6,1,0.15066306992548228,3.765840495250065,0.403495529064832,0.027649769585253454,0.9547511312217195,0.403495529064832,0.053148087686974224,0.352761215560397
Multi-model of different models,Prediction combination of multi-models,1,0,5,211,217,6,1,0.15066306992548228,3.765840495250065,0.403495529064832,0.027649769585253454,0.9547511312217195,0.403495529064832,0.053148087686974224,0.352761215560397
Multi-model of different models,Straggler mitigation,1,0,5,211,217,6,1,0.15066306992548228,3.765840495250065,0.403495529064832,0.027649769585253454,0.9547511312217195,0.403495529064832,0.053148087686974224,0.352761215560397
Multi-model of different models,Single task assignment,1,0,5,211,217,6,1,0.15066306992548228,3.765840495250065,0.403495529064832,0.027649769585253454,0.9547511312217195,0.403495529064832,0.053148087686974224,0.352761215560397
Multi-model of different models,Independent model development,1,0,5,211,217,6,1,0.15066306992548228,3.765840495250065,0.403495529064832,0.027649769585253454,0.9547511312217195,0.403495529064832,0.053148087686974224,0.352761215560397
Binary weights and activations,Diagonal scalar weight matrix,1,0,5,211,217,6,1,0.15066306992548228,3.765840495250065,0.403495529064832,0.027649769585253454,0.9547511312217195,0.403495529064832,0.053148087686974224,0.352761215560397
Binary weights and activations,Binary and ternary weights training,1,0,5,211,217,6,1,0.15066306992548228,3.765840495250065,0.403495529064832,0.027649769585253454,0.9547511312217195,0.403495529064832,0.053148087686974224,0.352761215560397
Multi-model of different models,Competing models ,1,0,5,211,217,6,1,0.15066306992548228,3.765840495250065,0.403495529064832,0.027649769585253454,0.9547511312217195,0.403495529064832,0.053148087686974224,0.352761215560397
Multi-model of different models,Adaptive batching,1,0,5,211,217,6,1,0.15066306992548228,3.765840495250065,0.403495529064832,0.027649769585253454,0.9547511312217195,0.403495529064832,0.053148087686974224,0.352761215560397
Multi-model of different models,Model fusion,1,0,5,211,217,6,1,0.15066306992548228,3.765840495250065,0.403495529064832,0.027649769585253454,0.9547511312217195,0.403495529064832,0.053148087686974224,0.352761215560397
Activation function selection,Parameter amount reduction,1,1,3,212,217,4,2,0.17185068465818631,3.578878558899608,0.3452965673181264,0.036610343061955965,0.9457013574660634,0.3452965673181264,0.05311287476194409,0.30906408588121964
End-to-end learning,Denoising,1,1,3,212,217,4,2,0.17185068465818631,3.578878558899608,0.3452965673181264,0.036610343061955965,0.9457013574660634,0.3452965673181264,0.05311287476194409,0.30906408588121964
End-to-end learning,Additional side branches with uncertainty measures,1,1,3,212,217,4,2,0.17185068465818631,3.578878558899608,0.3452965673181264,0.036610343061955965,0.9457013574660634,0.3452965673181264,0.05311287476194409,0.30906408588121964
Training with adversarial noise,Training with gradient noise,1,1,3,212,217,4,2,0.17185068465818631,3.578878558899608,0.3452965673181264,0.036610343061955965,0.9457013574660634,0.3452965673181264,0.05311287476194409,0.30906408588121964
Few-shot learning,Training with unlabed data,1,1,3,212,217,4,2,0.17185068465818631,3.578878558899608,0.3452965673181264,0.036610343061955965,0.9457013574660634,0.3452965673181264,0.05311287476194409,0.30906408588121964
Training with adversarial noise,Label smooting,1,1,3,212,217,4,2,0.17185068465818631,3.578878558899608,0.3452965673181264,0.036610343061955965,0.9457013574660634,0.3452965673181264,0.05311287476194409,0.30906408588121964
