QA,Tactic,a,b,c,d,n,n_series_1,n_series_2,confidence,logRR,phi,p_value,w_p,logRR_norm,phi_norm,Score_default,Score_minus_conf
Training performance efficiency,Test time adaption,0,2,11,204,217,11,2,0.26852657159596116,,-0.022287353438180866,1.0,-0.0,,-0.022287353438180866,,
Training performance efficiency,High-level synthesis,0,1,11,205,217,11,1,0.19837015644199685,,-0.015723016016341327,1.0,-0.0,,-0.015723016016341327,,
Training performance efficiency,Post-hoc uncertainty calibration ,0,1,11,205,217,11,1,0.19837015644199685,,-0.015723016016341327,1.0,-0.0,,-0.015723016016341327,,
Flexibility,Pruning,0,23,7,187,217,7,23,0.5708312880278239,,-0.06286405995769173,1.0,-0.0,,-0.06286405995769173,,
Flexibility,Post-training quantization,0,1,7,209,217,7,1,0.16170349855334454,,-0.012422599874998832,1.0,-0.0,,-0.012422599874998832,,
Flexibility,Huffman coding,0,1,7,209,217,7,1,0.16170349855334454,,-0.012422599874998832,1.0,-0.0,,-0.012422599874998832,,
Flexibility,Ablation,0,1,7,209,217,7,1,0.16170349855334454,,-0.012422599874998832,1.0,-0.0,,-0.012422599874998832,,
Flexibility,Mixed-precision compression,0,5,7,205,217,7,5,0.32591921680074,,-0.02803860770460221,1.0,-0.0,,-0.02803860770460221,,
Flexibility,Integer-only operations,0,11,7,199,217,7,11,0.4428928155200824,,-0.04218927914862858,1.0,-0.0,,-0.04218927914862858,,
Flexibility,Parameter amount reduction,0,2,7,208,217,7,2,0.22076594753891132,,-0.017609018126512475,1.0,-0.0,,-0.017609018126512475,,
Flexibility,Binary and ternary weights training,0,1,7,209,217,7,1,0.16170349855334454,,-0.012422599874998832,1.0,-0.0,,-0.012422599874998832,,
Flexibility,Quantization-aware training,0,3,7,207,217,7,3,0.263248813069786,,-0.021616885058355847,1.0,-0.0,,-0.021616885058355847,,
Flexibility,Binary weights and activations,0,6,7,204,217,7,6,0.35082268041346987,,-0.03078745359035396,1.0,-0.0,,-0.03078745359035396,,
Flexibility,Ternary weights and activations 2-bit,0,5,7,205,217,7,5,0.32591921680074,,-0.02803860770460221,1.0,-0.0,,-0.02803860770460221,,
Flexibility,Tenary weights,0,4,7,206,217,7,4,0.29725897566229753,,-0.02501955416802672,1.0,-0.0,,-0.02501955416802672,,
Flexibility,ADMM-based compression,0,4,7,206,217,7,4,0.29725897566229753,,-0.02501955416802672,1.0,-0.0,,-0.02501955416802672,,
Flexibility,Sparsification,0,10,7,200,217,7,10,0.4275176370043109,,-0.0401286176952564,1.0,-0.0,,-0.0401286176952564,,
Flexibility,Weight sharing,0,1,7,209,217,7,1,0.16170349855334454,,-0.012422599874998832,1.0,-0.0,,-0.012422599874998832,,
Flexibility,Weight grouping,0,1,7,209,217,7,1,0.16170349855334454,,-0.012422599874998832,1.0,-0.0,,-0.012422599874998832,,
Flexibility,Node masking,0,1,7,209,217,7,1,0.16170349855334454,,-0.012422599874998832,1.0,-0.0,,-0.012422599874998832,,
Flexibility,Diagonal scalar weight matrix,0,1,7,209,217,7,1,0.16170349855334454,,-0.012422599874998832,1.0,-0.0,,-0.012422599874998832,,
Flexibility,Matrix reusing,0,1,7,209,217,7,1,0.16170349855334454,,-0.012422599874998832,1.0,-0.0,,-0.012422599874998832,,
Flexibility,Smaller computation datatype,0,7,7,203,217,7,7,0.37291091472694393,,-0.03333333333333333,1.0,-0.0,,-0.03333333333333333,,
Flexibility,Tensor or matrix decomposition,0,6,7,204,217,7,6,0.35082268041346987,,-0.03078745359035396,1.0,-0.0,,-0.03078745359035396,,
Flexibility,Continous learning,0,1,7,209,217,7,1,0.16170349855334454,,-0.012422599874998832,1.0,-0.0,,-0.012422599874998832,,
Flexibility,Imitation learning,0,1,7,209,217,7,1,0.16170349855334454,,-0.012422599874998832,1.0,-0.0,,-0.012422599874998832,,
Flexibility,Meta-learning,0,10,7,200,217,7,10,0.4275176370043109,,-0.0401286176952564,1.0,-0.0,,-0.0401286176952564,,
Flexibility,Self-supervision learning,0,3,7,207,217,7,3,0.263248813069786,,-0.021616885058355847,1.0,-0.0,,-0.021616885058355847,,
Flexibility,Self-adjusted learning,0,1,7,209,217,7,1,0.16170349855334454,,-0.012422599874998832,1.0,-0.0,,-0.012422599874998832,,
Flexibility,Transfer learning,0,5,7,205,217,7,5,0.32591921680074,,-0.02803860770460221,1.0,-0.0,,-0.02803860770460221,,
Flexibility,Federated learning,0,2,7,208,217,7,2,0.22076594753891132,,-0.017609018126512475,1.0,-0.0,,-0.017609018126512475,,
Flexibility,End-to-end learning,0,4,7,206,217,7,4,0.29725897566229753,,-0.02501955416802672,1.0,-0.0,,-0.02501955416802672,,
Flexibility,Few-shot learning,0,4,7,206,217,7,4,0.29725897566229753,,-0.02501955416802672,1.0,-0.0,,-0.02501955416802672,,
Flexibility,Online training,0,1,7,209,217,7,1,0.16170349855334454,,-0.012422599874998832,1.0,-0.0,,-0.012422599874998832,,
Flexibility,Test-time training,0,1,7,209,217,7,1,0.16170349855334454,,-0.012422599874998832,1.0,-0.0,,-0.012422599874998832,,
Flexibility,Fault tolerant training,0,4,7,206,217,7,4,0.29725897566229753,,-0.02501955416802672,1.0,-0.0,,-0.02501955416802672,,
Flexibility,Adversarial training,0,28,7,182,217,7,28,0.6067592791314018,,-0.07027283689263064,0.598711985105884,0.07426068266517805,,-0.07027283689263064,,
Flexibility,Adversarial generation decoupling,0,1,7,209,217,7,1,0.16170349855334454,,-0.012422599874998832,1.0,-0.0,,-0.012422599874998832,,
Flexibility,Incremental training with sensor data,0,2,7,208,217,7,2,0.22076594753891132,,-0.017609018126512475,1.0,-0.0,,-0.017609018126512475,,
Flexibility,Inclusion of wrong labeled data in training,0,1,7,209,217,7,1,0.16170349855334454,,-0.012422599874998832,1.0,-0.0,,-0.012422599874998832,,
Flexibility,Training with unlabed data,0,2,7,208,217,7,2,0.22076594753891132,,-0.017609018126512475,1.0,-0.0,,-0.017609018126512475,,
Flexibility,Standard training on fully labeled datasets,0,3,7,207,217,7,3,0.263248813069786,,-0.021616885058355847,1.0,-0.0,,-0.021616885058355847,,
Flexibility,On-device local training,0,3,7,207,217,7,3,0.263248813069786,,-0.021616885058355847,1.0,-0.0,,-0.021616885058355847,,
Flexibility,Training with gradient noise,0,2,7,208,217,7,2,0.22076594753891132,,-0.017609018126512475,1.0,-0.0,,-0.017609018126512475,,
Flexibility,Contrastive representation learning,0,1,7,209,217,7,1,0.16170349855334454,,-0.012422599874998832,1.0,-0.0,,-0.012422599874998832,,
Flexibility,Training optimization algorithm selection or adaptation,0,11,7,199,217,7,11,0.4428928155200824,,-0.04218927914862858,1.0,-0.0,,-0.04218927914862858,,
Flexibility,Training loss function selection or adaptation,0,5,7,205,217,7,5,0.32591921680074,,-0.02803860770460221,1.0,-0.0,,-0.02803860770460221,,
Flexibility,Label smooting,0,2,7,208,217,7,2,0.22076594753891132,,-0.017609018126512475,1.0,-0.0,,-0.017609018126512475,,
Flexibility,Training loss early stopping,0,1,7,209,217,7,1,0.16170349855334454,,-0.012422599874998832,1.0,-0.0,,-0.012422599874998832,,
Flexibility,Weight initialization random,0,1,7,209,217,7,1,0.16170349855334454,,-0.012422599874998832,1.0,-0.0,,-0.012422599874998832,,
Flexibility,Pretraining,0,3,7,207,217,7,3,0.263248813069786,,-0.021616885058355847,1.0,-0.0,,-0.021616885058355847,,
Flexibility,Suppress redundant channel activations,0,1,7,209,217,7,1,0.16170349855334454,,-0.012422599874998832,1.0,-0.0,,-0.012422599874998832,,
Flexibility,Regularization training,0,8,7,202,217,7,8,0.3927942914850693,,-0.035719981318454656,1.0,-0.0,,-0.035719981318454656,,
Flexibility,Training with uncertainty measures,0,1,7,209,217,7,1,0.16170349855334454,,-0.012422599874998832,1.0,-0.0,,-0.012422599874998832,,
Flexibility,Finetuning ,0,10,7,200,217,7,10,0.4275176370043109,,-0.0401286176952564,1.0,-0.0,,-0.0401286176952564,,
Flexibility,Fault-aware retraining,0,1,7,209,217,7,1,0.16170349855334454,,-0.012422599874998832,1.0,-0.0,,-0.012422599874998832,,
Flexibility,Retraining for fine tuning,0,4,7,206,217,7,4,0.29725897566229753,,-0.02501955416802672,1.0,-0.0,,-0.02501955416802672,,
Flexibility,Quantization-aware retraining,0,3,7,207,217,7,3,0.263248813069786,,-0.021616885058355847,1.0,-0.0,,-0.021616885058355847,,
Flexibility,Automatic retraining and deployment triggering,0,1,7,209,217,7,1,0.16170349855334454,,-0.012422599874998832,1.0,-0.0,,-0.012422599874998832,,
Flexibility,Training with adversarial noise,0,4,7,206,217,7,4,0.29725897566229753,,-0.02501955416802672,1.0,-0.0,,-0.02501955416802672,,
Flexibility,Heuristics-driven augmentation,0,5,7,205,217,7,5,0.32591921680074,,-0.02803860770460221,1.0,-0.0,,-0.02803860770460221,,
Flexibility,Data-driven augmentations,0,1,7,209,217,7,1,0.16170349855334454,,-0.012422599874998832,1.0,-0.0,,-0.012422599874998832,,
Flexibility,Sensor ring architecture,0,1,7,209,217,7,1,0.16170349855334454,,-0.012422599874998832,1.0,-0.0,,-0.012422599874998832,,
Flexibility,Specific model type selection,0,4,7,206,217,7,4,0.29725897566229753,,-0.02501955416802672,1.0,-0.0,,-0.02501955416802672,,
Flexibility,TPU SoC or Accelerator Hardware ,0,5,7,205,217,7,5,0.32591921680074,,-0.02803860770460221,1.0,-0.0,,-0.02803860770460221,,
Flexibility,Edge compute hardware,0,4,7,206,217,7,4,0.29725897566229753,,-0.02501955416802672,1.0,-0.0,,-0.02501955416802672,,
Flexibility,Library Encapsulation,0,1,7,209,217,7,1,0.16170349855334454,,-0.012422599874998832,1.0,-0.0,,-0.012422599874998832,,
Flexibility,Model pool for deployment,0,1,7,209,217,7,1,0.16170349855334454,,-0.012422599874998832,1.0,-0.0,,-0.012422599874998832,,
Flexibility,Network combination,0,3,7,207,217,7,3,0.263248813069786,,-0.021616885058355847,1.0,-0.0,,-0.021616885058355847,,
Flexibility,Weight averaging,0,1,7,209,217,7,1,0.16170349855334454,,-0.012422599874998832,1.0,-0.0,,-0.012422599874998832,,
Flexibility,Input resolution adjustment,0,3,7,207,217,7,3,0.263248813069786,,-0.021616885058355847,1.0,-0.0,,-0.021616885058355847,,
Flexibility,Sensor or input data fusion,0,5,7,205,217,7,5,0.32591921680074,,-0.02803860770460221,1.0,-0.0,,-0.02803860770460221,,
Flexibility,Sliding Window,0,1,7,209,217,7,1,0.16170349855334454,,-0.012422599874998832,1.0,-0.0,,-0.012422599874998832,,
Flexibility,Frame rate reduction,0,2,7,208,217,7,2,0.22076594753891132,,-0.017609018126512475,1.0,-0.0,,-0.017609018126512475,,
Flexibility,Input contrast improvement,0,1,7,209,217,7,1,0.16170349855334454,,-0.012422599874998832,1.0,-0.0,,-0.012422599874998832,,
Flexibility,Input modification,0,2,7,208,217,7,2,0.22076594753891132,,-0.017609018126512475,1.0,-0.0,,-0.017609018126512475,,
Flexibility,Sequential input fusion,0,1,7,209,217,7,1,0.16170349855334454,,-0.012422599874998832,1.0,-0.0,,-0.012422599874998832,,
Flexibility,Signal overwriting,0,1,7,209,217,7,1,0.16170349855334454,,-0.012422599874998832,1.0,-0.0,,-0.012422599874998832,,
Flexibility,Robust feature extraction,0,2,7,208,217,7,2,0.22076594753891132,,-0.017609018126512475,1.0,-0.0,,-0.017609018126512475,,
Flexibility,Post-processing,0,1,7,209,217,7,1,0.16170349855334454,,-0.012422599874998832,1.0,-0.0,,-0.012422599874998832,,
Flexibility,Decision smoothing,0,1,7,209,217,7,1,0.16170349855334454,,-0.012422599874998832,1.0,-0.0,,-0.012422599874998832,,
Flexibility,Width adjustment,0,15,7,195,217,7,15,0.49496626555868906,,-0.04975185951049946,1.0,-0.0,,-0.04975185951049946,,
Flexibility,Depth adjustment,0,12,7,198,217,7,12,0.4571976885569208,,-0.04417261042993862,1.0,-0.0,,-0.04417261042993862,,
Flexibility,Last stage reduction,0,1,7,209,217,7,1,0.16170349855334454,,-0.012422599874998832,1.0,-0.0,,-0.012422599874998832,,
Flexibility,New or specific layer module,0,5,7,205,217,7,5,0.32591921680074,,-0.02803860770460221,1.0,-0.0,,-0.02803860770460221,,
Flexibility,Model fusion,0,1,7,209,217,7,1,0.16170349855334454,,-0.012422599874998832,1.0,-0.0,,-0.012422599874998832,,
Flexibility,Kernel regularization,0,1,7,209,217,7,1,0.16170349855334454,,-0.012422599874998832,1.0,-0.0,,-0.012422599874998832,,
Flexibility,Regularization,0,7,7,203,217,7,7,0.37291091472694393,,-0.03333333333333333,1.0,-0.0,,-0.03333333333333333,,
Flexibility,Early-exit inference,0,4,7,206,217,7,4,0.29725897566229753,,-0.02501955416802672,1.0,-0.0,,-0.02501955416802672,,
Flexibility,Additional side branches with uncertainty measures,0,2,7,208,217,7,2,0.22076594753891132,,-0.017609018126512475,1.0,-0.0,,-0.017609018126512475,,
Flexibility,Tuner and meta-tuner blocks,0,2,7,208,217,7,2,0.22076594753891132,,-0.017609018126512475,1.0,-0.0,,-0.017609018126512475,,
Flexibility,Adapter module,0,2,7,208,217,7,2,0.22076594753891132,,-0.017609018126512475,1.0,-0.0,,-0.017609018126512475,,
Flexibility,Bottleneck module,0,2,7,208,217,7,2,0.22076594753891132,,-0.017609018126512475,1.0,-0.0,,-0.017609018126512475,,
Flexibility,Separation of convolutional kernels,0,2,7,208,217,7,2,0.22076594753891132,,-0.017609018126512475,1.0,-0.0,,-0.017609018126512475,,
Flexibility,Depthwise-separable convolution layers,0,2,7,208,217,7,2,0.22076594753891132,,-0.017609018126512475,1.0,-0.0,,-0.017609018126512475,,
Flexibility,Convolution unfolding,0,1,7,209,217,7,1,0.16170349855334454,,-0.012422599874998832,1.0,-0.0,,-0.012422599874998832,,
Flexibility,Activation function selection,0,4,7,206,217,7,4,0.29725897566229753,,-0.02501955416802672,1.0,-0.0,,-0.02501955416802672,,
Flexibility,Fault-map-based neuron re-mapping,0,1,7,209,217,7,1,0.16170349855334454,,-0.012422599874998832,1.0,-0.0,,-0.012422599874998832,,
Flexibility,Multiscale feature processing architectures,0,1,7,209,217,7,1,0.16170349855334454,,-0.012422599874998832,1.0,-0.0,,-0.012422599874998832,,
Flexibility,Architecture design through math. optimization,0,5,7,205,217,7,5,0.32591921680074,,-0.02803860770460221,1.0,-0.0,,-0.02803860770460221,,
Flexibility,Neural architecture search,0,10,7,200,217,7,10,0.4275176370043109,,-0.0401286176952564,1.0,-0.0,,-0.0401286176952564,,
Flexibility,Architecture design optimization with reinforcement learning,0,2,7,208,217,7,2,0.22076594753891132,,-0.017609018126512475,1.0,-0.0,,-0.017609018126512475,,
Flexibility,Model format conversion,0,2,7,208,217,7,2,0.22076594753891132,,-0.017609018126512475,1.0,-0.0,,-0.017609018126512475,,
Flexibility,Normalization,0,3,7,207,217,7,3,0.263248813069786,,-0.021616885058355847,1.0,-0.0,,-0.021616885058355847,,
Flexibility,Policy conversion,0,1,7,209,217,7,1,0.16170349855334454,,-0.012422599874998832,1.0,-0.0,,-0.012422599874998832,,
Flexibility,Feature encoding,0,3,7,207,217,7,3,0.263248813069786,,-0.021616885058355847,1.0,-0.0,,-0.021616885058355847,,
Flexibility,On-chip weight caching,0,2,7,208,217,7,2,0.22076594753891132,,-0.017609018126512475,1.0,-0.0,,-0.017609018126512475,,
Flexibility,Cache preloading,0,1,7,209,217,7,1,0.16170349855334454,,-0.012422599874998832,1.0,-0.0,,-0.012422599874998832,,
Flexibility,Prediction/intermediate result caching,0,2,7,208,217,7,2,0.22076594753891132,,-0.017609018126512475,1.0,-0.0,,-0.017609018126512475,,
Flexibility,Relevant content caching,0,1,7,209,217,7,1,0.16170349855334454,,-0.012422599874998832,1.0,-0.0,,-0.012422599874998832,,
Flexibility,Light communication protocol usage,0,1,7,209,217,7,1,0.16170349855334454,,-0.012422599874998832,1.0,-0.0,,-0.012422599874998832,,
Flexibility,Cloud compression and edge reconstruction,0,1,7,209,217,7,1,0.16170349855334454,,-0.012422599874998832,1.0,-0.0,,-0.012422599874998832,,
Flexibility,Deadline-aware scheduling,0,2,7,208,217,7,2,0.22076594753891132,,-0.017609018126512475,1.0,-0.0,,-0.017609018126512475,,
Flexibility,Memory scheduling,0,2,7,208,217,7,2,0.22076594753891132,,-0.017609018126512475,1.0,-0.0,,-0.017609018126512475,,
Flexibility,Multitask Scheduling,0,3,7,207,217,7,3,0.263248813069786,,-0.021616885058355847,1.0,-0.0,,-0.021616885058355847,,
Flexibility,Single task assignment,0,1,7,209,217,7,1,0.16170349855334454,,-0.012422599874998832,1.0,-0.0,,-0.012422599874998832,,
Flexibility,Adaptive batching,0,1,7,209,217,7,1,0.16170349855334454,,-0.012422599874998832,1.0,-0.0,,-0.012422599874998832,,
Flexibility,Sensor duty cycle,0,2,7,208,217,7,2,0.22076594753891132,,-0.017609018126512475,1.0,-0.0,,-0.017609018126512475,,
Flexibility,Later local processing of encoded features,0,1,7,209,217,7,1,0.16170349855334454,,-0.012422599874998832,1.0,-0.0,,-0.012422599874998832,,
Flexibility,Straggler mitigation,0,1,7,209,217,7,1,0.16170349855334454,,-0.012422599874998832,1.0,-0.0,,-0.012422599874998832,,
Flexibility,Prediction combination of multi-models,0,1,7,209,217,7,1,0.16170349855334454,,-0.012422599874998832,1.0,-0.0,,-0.012422599874998832,,
Flexibility,Competing models ,0,1,7,209,217,7,1,0.16170349855334454,,-0.012422599874998832,1.0,-0.0,,-0.012422599874998832,,
Flexibility,Multi-model of different models,0,6,7,204,217,7,6,0.35082268041346987,,-0.03078745359035396,1.0,-0.0,,-0.03078745359035396,,
Flexibility,Data-level parallelsim in CNN layer,0,1,7,209,217,7,1,0.16170349855334454,,-0.012422599874998832,1.0,-0.0,,-0.012422599874998832,,
Flexibility,Event-based processing,0,1,7,209,217,7,1,0.16170349855334454,,-0.012422599874998832,1.0,-0.0,,-0.012422599874998832,,
Flexibility,Partial layer execution,0,2,7,208,217,7,2,0.22076594753891132,,-0.017609018126512475,1.0,-0.0,,-0.017609018126512475,,
Flexibility,Matrix-multiplication optimization,0,1,7,209,217,7,1,0.16170349855334454,,-0.012422599874998832,1.0,-0.0,,-0.012422599874998832,,
Flexibility,Simultaneous memory loading,0,4,7,206,217,7,4,0.29725897566229753,,-0.02501955416802672,1.0,-0.0,,-0.02501955416802672,,
Flexibility,External computational offloading,0,11,7,199,217,7,11,0.4428928155200824,,-0.04218927914862858,1.0,-0.0,,-0.04218927914862858,,
Flexibility,Internal computation balancing,0,3,7,207,217,7,3,0.263248813069786,,-0.021616885058355847,1.0,-0.0,,-0.021616885058355847,,
Flexibility,Quantitative sensor selection,0,1,7,209,217,7,1,0.16170349855334454,,-0.012422599874998832,1.0,-0.0,,-0.012422599874998832,,
Flexibility,Out-of-distribution detection,0,3,7,207,217,7,3,0.263248813069786,,-0.021616885058355847,1.0,-0.0,,-0.021616885058355847,,
Flexibility,Failure prevention or mitigation,0,3,7,207,217,7,3,0.263248813069786,,-0.021616885058355847,1.0,-0.0,,-0.021616885058355847,,
Flexibility,Independent model development,0,1,7,209,217,7,1,0.16170349855334454,,-0.012422599874998832,1.0,-0.0,,-0.012422599874998832,,
Flexibility,Coupled semantic descriptions,0,1,7,209,217,7,1,0.16170349855334454,,-0.012422599874998832,1.0,-0.0,,-0.012422599874998832,,
Flexibility,Test time adaption,0,2,7,208,217,7,2,0.22076594753891132,,-0.017609018126512475,1.0,-0.0,,-0.017609018126512475,,
Flexibility,Merging of fault maps,0,1,7,209,217,7,1,0.16170349855334454,,-0.012422599874998832,1.0,-0.0,,-0.012422599874998832,,
Flexibility,High-level synthesis,0,1,7,209,217,7,1,0.16170349855334454,,-0.012422599874998832,1.0,-0.0,,-0.012422599874998832,,
Flexibility,Post-hoc uncertainty calibration ,0,1,7,209,217,7,1,0.16170349855334454,,-0.012422599874998832,1.0,-0.0,,-0.012422599874998832,,
Scalability,Pruning,0,23,3,191,217,3,23,0.42522402580291163,,-0.040767754752210374,1.0,-0.0,,-0.040767754752210374,,
Scalability,Quantization,0,40,3,174,217,3,40,0.5182339919776623,,-0.05628557449089982,1.0,-0.0,,-0.05628557449089982,,
Scalability,Post-training quantization,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Scalability,Huffman coding,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Scalability,Ablation,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Scalability,Mixed-precision compression,0,5,3,209,217,3,5,0.22755841388363107,,-0.0181832207984015,1.0,-0.0,,-0.0181832207984015,,
Scalability,Integer-only operations,0,11,3,203,217,3,11,0.31816722087539906,,-0.02736002394152379,1.0,-0.0,,-0.02736002394152379,,
Scalability,Parameter amount reduction,0,2,3,212,217,3,2,0.15066306992548228,,-0.011419563624939743,1.0,-0.0,,-0.011419563624939743,,
Scalability,Binary and ternary weights training,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Scalability,Quantization-aware training,0,3,3,211,217,3,3,0.18126924692201818,,-0.014018691588785047,1.0,-0.0,,-0.014018691588785047,,
Scalability,Binary weights and activations,0,6,3,208,217,3,6,0.24636168355623522,,-0.019965865365064398,1.0,-0.0,,-0.019965865365064398,,
Scalability,Ternary weights and activations 2-bit,0,5,3,209,217,3,5,0.22755841388363107,,-0.0181832207984015,1.0,-0.0,,-0.0181832207984015,,
Scalability,Tenary weights,0,4,3,210,217,3,4,0.206212993639731,,-0.016225344799846247,1.0,-0.0,,-0.016225344799846247,,
Scalability,ADMM-based compression,0,4,3,210,217,3,4,0.206212993639731,,-0.016225344799846247,1.0,-0.0,,-0.016225344799846247,,
Scalability,Sparsification,0,10,3,204,217,3,10,0.30590634059779964,,-0.026023671488071862,1.0,-0.0,,-0.026023671488071862,,
Scalability,Weight sharing,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Scalability,Weight grouping,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Scalability,Node masking,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Scalability,Diagonal scalar weight matrix,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Scalability,Matrix reusing,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Scalability,Smaller computation datatype,0,7,3,207,217,3,7,0.263248813069786,,-0.021616885058355847,1.0,-0.0,,-0.021616885058355847,,
Scalability,Tensor or matrix decomposition,0,6,3,208,217,3,6,0.24636168355623522,,-0.019965865365064398,1.0,-0.0,,-0.019965865365064398,,
Scalability,Continous learning,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Scalability,Imitation learning,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Scalability,Closed-loop learning,0,6,3,208,217,3,6,0.24636168355623522,,-0.019965865365064398,1.0,-0.0,,-0.019965865365064398,,
Scalability,Meta-learning,0,10,3,204,217,3,10,0.30590634059779964,,-0.026023671488071862,1.0,-0.0,,-0.026023671488071862,,
Scalability,Self-supervision learning,0,3,3,211,217,3,3,0.18126924692201818,,-0.014018691588785047,1.0,-0.0,,-0.014018691588785047,,
Scalability,Self-adjusted learning,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Scalability,Destillation learning,0,11,3,203,217,3,11,0.31816722087539906,,-0.02736002394152379,1.0,-0.0,,-0.02736002394152379,,
Scalability,Transfer learning,0,5,3,209,217,3,5,0.22755841388363107,,-0.0181832207984015,1.0,-0.0,,-0.0181832207984015,,
Scalability,Federated learning,0,2,3,212,217,3,2,0.15066306992548228,,-0.011419563624939743,1.0,-0.0,,-0.011419563624939743,,
Scalability,Few-shot learning,0,4,3,210,217,3,4,0.206212993639731,,-0.016225344799846247,1.0,-0.0,,-0.016225344799846247,,
Scalability,Online training,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Scalability,Test-time training,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Scalability,Fault tolerant training,0,4,3,210,217,3,4,0.206212993639731,,-0.016225344799846247,1.0,-0.0,,-0.016225344799846247,,
Scalability,Adversarial training,0,28,3,186,217,3,28,0.4571976885569208,,-0.04557239513497755,1.0,-0.0,,-0.04557239513497755,,
Scalability,Adversarial generation decoupling,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Scalability,Incremental training with sensor data,0,2,3,212,217,3,2,0.15066306992548228,,-0.011419563624939743,1.0,-0.0,,-0.011419563624939743,,
Scalability,Inclusion of wrong labeled data in training,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Scalability,Training with unlabed data,0,2,3,212,217,3,2,0.15066306992548228,,-0.011419563624939743,1.0,-0.0,,-0.011419563624939743,,
Scalability,Standard training on fully labeled datasets,0,3,3,211,217,3,3,0.18126924692201818,,-0.014018691588785047,1.0,-0.0,,-0.014018691588785047,,
Scalability,On-device local training,0,3,3,211,217,3,3,0.18126924692201818,,-0.014018691588785047,1.0,-0.0,,-0.014018691588785047,,
Scalability,Training with gradient noise,0,2,3,212,217,3,2,0.15066306992548228,,-0.011419563624939743,1.0,-0.0,,-0.011419563624939743,,
Scalability,Contrastive representation learning,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Scalability,Training optimization algorithm selection or adaptation,0,11,3,203,217,3,11,0.31816722087539906,,-0.02736002394152379,1.0,-0.0,,-0.02736002394152379,,
Scalability,Training loss function selection or adaptation,0,5,3,209,217,3,5,0.22755841388363107,,-0.0181832207984015,1.0,-0.0,,-0.0181832207984015,,
Scalability,Label smooting,0,2,3,212,217,3,2,0.15066306992548228,,-0.011419563624939743,1.0,-0.0,,-0.011419563624939743,,
Scalability,Training loss early stopping,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Scalability,Weight initialization random,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Scalability,Pretraining,0,3,3,211,217,3,3,0.18126924692201818,,-0.014018691588785047,1.0,-0.0,,-0.014018691588785047,,
Scalability,Suppress redundant channel activations,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Scalability,Regularization training,0,8,3,206,217,3,8,0.27862677921159384,,-0.02316464191342957,1.0,-0.0,,-0.02316464191342957,,
Scalability,Training with uncertainty measures,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Scalability,Finetuning ,0,10,3,204,217,3,10,0.30590634059779964,,-0.026023671488071862,1.0,-0.0,,-0.026023671488071862,,
Scalability,Fault-aware retraining,0,1,3,213,217,3,1,0.10905274771158924,,-0.008056137408713865,1.0,-0.0,,-0.008056137408713865,,
Scalability,Retraining for fine tuning,0,4,3,210,217,3,4,0.206212993639731,,-0.016225344799846247,1.0,-0.0,,-0.016225344799846247,,
Scalability,Quantization-aware retraining,0,3,3,211,217,3,3,0.18126924692201818,,-0.014018691588785047,1.0,-0.0,,-0.014018691588785047,,
